date,Alfredo Sauce,Anchovies,Artichoke,Arugula,Asiago Cheese,Bacon,Barbecue Sauce,Barbecued Chicken,Beef Chuck Roast,Blue Cheese,Brie Carre Cheese,Calabrese Salami,Capocollo,Caramelized Onions,Chicken,Chipotle Sauce,Chorizo Sausage,Cilantro,Coarse Sicilian Salami,Corn,Eggplant,Feta Cheese,Fontina Cheese,Friggitello Peppers,Garlic,Genoa Salami,Goat Cheese,Gorgonzola Piccante Cheese,Gouda Cheese,Green Olives,Green Peppers,Italian Sausage,Jalapeno Peppers,Kalamata Olives,Luganega Sausage,Mozzarella Cheese,Mushrooms,Nduja Salami,Onions,Oregano,Pancetta,Parmigiano Reggiano Cheese,Pears,Peperoncini verdi,Pepperoni,Pesto Sauce,Pineapple,Plum Tomatoes,Prosciutto,Prosciutto di San Daniele,Provolone Cheese,Red Onions,Red Peppers,Ricotta Cheese,Romano Cheese,Sliced Ham,Smoked Gouda Cheese,Soppressata Salami,Spinach,Sun-dried Tomatoes,Thai Sweet Chilli Sauce,Thyme,Tomatoes,Zucchini
2016-04-11,7.0,3.0,41.0,6.0,22.0,11.0,14.0,14.0,8.0,15.0,1.0,4.0,33.0,1.0,37.0,32.0,3.0,32.0,3.0,32.0,2.0,31.0,12.0,4.0,138.0,10.0,19.0,2.0,8.0,13.0,27.0,3.0,40.0,18.0,3.0,38.0,50.0,4.0,3.0,5.0,4.0,2.0,1.0,14.0,34.0,10.0,14.0,5.0,1.0,6.0,15.0,114.0,85.0,2.0,15.0,7.0,15.0,4.0,53.0,12.0,7.0,1.0,131.0,11.0
2016-04-12,1.0,3.0,45.0,3.0,21.0,15.0,11.0,11.0,4.0,6.0,1.0,8.0,42.0,1.0,36.0,10.0,2.0,10.0,6.0,10.0,4.0,14.0,21.0,3.0,131.0,15.0,19.0,8.0,17.0,21.0,19.0,2.0,27.0,12.0,6.0,34.0,33.0,3.0,6.0,8.0,3.0,8.0,1.0,11.0,43.0,19.0,9.0,3.0,1.0,3.0,6.0,70.0,65.0,8.0,6.0,7.0,6.0,4.0,53.0,8.0,2.0,1.0,115.0,10.0
2016-04-13,3.0,6.0,43.0,1.0,25.0,3.0,13.0,13.0,15.0,3.0,1.0,0.0,36.0,1.0,54.0,26.0,1.0,26.0,5.0,26.0,2.0,32.0,7.0,4.0,124.0,13.0,23.0,3.0,7.0,13.0,20.0,1.0,33.0,33.0,5.0,30.0,20.0,4.0,5.0,7.0,4.0,3.0,1.0,16.0,38.0,10.0,38.0,9.0,1.0,1.0,3.0,97.0,90.0,3.0,3.0,13.0,3.0,0.0,45.0,9.0,25.0,1.0,155.0,6.0
2016-04-14,4.0,9.0,38.0,3.0,19.0,28.0,11.0,11.0,24.0,12.0,1.0,13.0,45.0,1.0,36.0,17.0,3.0,17.0,18.0,17.0,5.0,38.0,20.0,5.0,181.0,13.0,19.0,16.0,8.0,41.0,18.0,3.0,25.0,31.0,18.0,66.0,57.0,5.0,18.0,7.0,5.0,16.0,1.0,12.0,59.0,11.0,21.0,5.0,1.0,3.0,12.0,128.0,86.0,16.0,12.0,9.0,12.0,12.0,35.0,11.0,12.0,1.0,160.0,10.0
2016-04-15,5.0,4.0,35.0,2.0,24.0,20.0,6.0,6.0,14.0,3.0,0.0,9.0,37.0,0.0,37.0,16.0,3.0,16.0,7.0,16.0,4.0,23.0,16.0,8.0,137.0,11.0,17.0,12.0,14.0,26.0,29.0,3.0,30.0,22.0,7.0,28.0,56.0,8.0,7.0,11.0,8.0,12.0,0.0,6.0,57.0,7.0,14.0,0.0,0.0,2.0,3.0,100.0,79.0,12.0,3.0,4.0,3.0,2.0,44.0,3.0,10.0,0.0,133.0,14.0
2016-04-16,2.0,14.0,23.0,4.0,11.0,12.0,12.0,12.0,5.0,9.0,1.0,20.0,34.0,1.0,34.0,13.0,4.0,13.0,4.0,13.0,0.0,14.0,12.0,4.0,127.0,5.0,9.0,8.0,11.0,40.0,30.0,4.0,24.0,13.0,4.0,35.0,34.0,4.0,4.0,6.0,4.0,8.0,1.0,3.0,30.0,7.0,12.0,4.0,1.0,4.0,9.0,106.0,71.0,8.0,9.0,5.0,9.0,1.0,48.0,5.0,7.0,1.0,123.0,17.0
2016-04-17,0.0,5.0,37.0,6.0,11.0,10.0,11.0,11.0,10.0,9.0,1.0,2.0,33.0,1.0,45.0,26.0,2.0,26.0,8.0,26.0,3.0,20.0,11.0,3.0,126.0,8.0,23.0,16.0,7.0,19.0,23.0,2.0,33.0,17.0,8.0,49.0,30.0,3.0,8.0,6.0,3.0,16.0,1.0,17.0,33.0,10.0,27.0,4.0,1.0,6.0,9.0,79.0,81.0,16.0,9.0,9.0,9.0,4.0,32.0,7.0,18.0,1.0,136.0,8.0
2016-04-18,0.0,3.0,22.0,1.0,7.0,12.0,20.0,20.0,16.0,9.0,0.0,9.0,23.0,0.0,31.0,25.0,5.0,25.0,9.0,25.0,7.0,30.0,16.0,9.0,124.0,7.0,7.0,6.0,5.0,26.0,29.0,5.0,30.0,19.0,9.0,32.0,38.0,9.0,9.0,2.0,9.0,6.0,0.0,5.0,28.0,12.0,14.0,3.0,0.0,1.0,9.0,100.0,77.0,6.0,9.0,3.0,9.0,11.0,26.0,5.0,11.0,0.0,135.0,9.0
2016-04-19,2.0,1.0,31.0,2.0,20.0,12.0,9.0,9.0,0.0,12.0,0.0,2.0,26.0,0.0,27.0,17.0,5.0,17.0,3.0,17.0,3.0,13.0,15.0,2.0,91.0,13.0,11.0,7.0,11.0,6.0,25.0,5.0,28.0,13.0,3.0,39.0,34.0,2.0,3.0,8.0,2.0,7.0,0.0,3.0,46.0,4.0,12.0,8.0,0.0,2.0,12.0,63.0,54.0,7.0,12.0,9.0,12.0,4.0,35.0,9.0,3.0,0.0,75.0,8.0
2016-04-20,2.0,6.0,45.0,5.0,17.0,15.0,10.0,10.0,6.0,12.0,1.0,9.0,30.0,1.0,47.0,20.0,5.0,20.0,0.0,20.0,8.0,21.0,8.0,0.0,121.0,6.0,15.0,11.0,6.0,18.0,28.0,5.0,26.0,25.0,0.0,62.0,37.0,0.0,0.0,3.0,0.0,11.0,1.0,12.0,47.0,20.0,42.0,10.0,1.0,5.0,12.0,91.0,88.0,11.0,12.0,26.0,12.0,2.0,49.0,10.0,16.0,1.0,127.0,15.0
2016-04-21,0.0,7.0,39.0,9.0,7.0,10.0,8.0,8.0,4.0,3.0,0.0,8.0,25.0,0.0,43.0,12.0,3.0,12.0,8.0,12.0,4.0,8.0,22.0,3.0,122.0,5.0,12.0,17.0,18.0,25.0,17.0,3.0,30.0,8.0,8.0,43.0,22.0,3.0,8.0,3.0,3.0,17.0,0.0,9.0,24.0,16.0,18.0,2.0,0.0,9.0,3.0,60.0,62.0,17.0,3.0,5.0,3.0,4.0,43.0,6.0,13.0,0.0,107.0,11.0
2016-04-22,3.0,7.0,16.0,5.0,10.0,12.0,10.0,10.0,11.0,3.0,0.0,18.0,37.0,0.0,45.0,20.0,3.0,20.0,5.0,20.0,1.0,23.0,8.0,3.0,126.0,6.0,13.0,14.0,5.0,39.0,25.0,3.0,25.0,12.0,5.0,41.0,42.0,3.0,5.0,9.0,3.0,14.0,0.0,4.0,39.0,16.0,24.0,0.0,0.0,5.0,3.0,91.0,87.0,14.0,3.0,5.0,3.0,3.0,39.0,5.0,19.0,0.0,144.0,7.0
2016-04-23,0.0,9.0,34.0,1.0,7.0,16.0,12.0,12.0,18.0,18.0,0.0,18.0,43.0,0.0,24.0,12.0,2.0,12.0,2.0,12.0,2.0,22.0,14.0,0.0,139.0,2.0,23.0,9.0,9.0,29.0,16.0,2.0,21.0,24.0,2.0,54.0,26.0,0.0,2.0,7.0,0.0,9.0,0.0,16.0,36.0,9.0,12.0,1.0,0.0,1.0,18.0,95.0,59.0,9.0,18.0,9.0,18.0,5.0,28.0,2.0,3.0,0.0,116.0,5.0
2016-04-24,7.0,2.0,46.0,6.0,14.0,18.0,16.0,16.0,12.0,12.0,1.0,8.0,39.0,1.0,50.0,15.0,7.0,15.0,11.0,15.0,9.0,26.0,14.0,4.0,151.0,7.0,24.0,20.0,9.0,24.0,28.0,7.0,24.0,19.0,11.0,58.0,42.0,4.0,11.0,4.0,4.0,20.0,1.0,20.0,38.0,17.0,23.0,7.0,1.0,6.0,12.0,95.0,96.0,20.0,12.0,5.0,12.0,5.0,40.0,8.0,18.0,1.0,146.0,18.0
2016-04-25,0.0,4.0,14.0,11.0,7.0,14.0,21.0,21.0,11.0,6.0,0.0,5.0,14.0,0.0,32.0,16.0,4.0,16.0,5.0,16.0,3.0,18.0,10.0,2.0,90.0,4.0,5.0,9.0,6.0,16.0,34.0,4.0,22.0,14.0,5.0,44.0,34.0,2.0,5.0,5.0,2.0,9.0,0.0,0.0,32.0,9.0,20.0,0.0,0.0,11.0,6.0,84.0,77.0,9.0,6.0,9.0,6.0,4.0,29.0,2.0,11.0,0.0,105.0,10.0
2016-04-26,3.0,5.0,23.0,9.0,7.0,7.0,7.0,7.0,1.0,0.0,1.0,12.0,26.0,1.0,25.0,8.0,4.0,8.0,0.0,8.0,6.0,4.0,12.0,4.0,83.0,2.0,12.0,8.0,6.0,17.0,14.0,4.0,14.0,3.0,0.0,31.0,22.0,4.0,0.0,3.0,4.0,8.0,1.0,9.0,17.0,12.0,14.0,0.0,1.0,9.0,0.0,51.0,47.0,8.0,0.0,6.0,0.0,6.0,20.0,0.0,8.0,1.0,76.0,9.0
2016-04-27,3.0,6.0,15.0,5.0,19.0,16.0,14.0,14.0,6.0,0.0,1.0,15.0,36.0,1.0,21.0,14.0,6.0,14.0,6.0,14.0,3.0,21.0,7.0,8.0,104.0,14.0,7.0,3.0,3.0,30.0,18.0,6.0,17.0,11.0,6.0,38.0,33.0,8.0,6.0,6.0,8.0,3.0,1.0,1.0,43.0,8.0,22.0,3.0,1.0,5.0,0.0,94.0,63.0,3.0,0.0,15.0,0.0,4.0,29.0,6.0,7.0,1.0,114.0,7.0
2016-04-28,0.0,5.0,25.0,3.0,13.0,5.0,8.0,8.0,1.0,6.0,2.0,6.0,30.0,2.0,8.0,4.0,1.0,4.0,8.0,4.0,6.0,26.0,1.0,0.0,105.0,6.0,18.0,9.0,1.0,22.0,16.0,1.0,5.0,10.0,8.0,39.0,35.0,0.0,8.0,13.0,0.0,9.0,2.0,5.0,26.0,10.0,18.0,2.0,2.0,3.0,6.0,63.0,44.0,9.0,6.0,15.0,6.0,0.0,43.0,6.0,3.0,2.0,85.0,12.0
2016-04-29,7.0,6.0,24.0,1.0,13.0,15.0,5.0,5.0,13.0,6.0,1.0,11.0,25.0,1.0,40.0,23.0,4.0,23.0,10.0,23.0,2.0,15.0,12.0,6.0,109.0,2.0,12.0,8.0,10.0,27.0,19.0,4.0,33.0,17.0,10.0,37.0,36.0,6.0,10.0,4.0,6.0,8.0,1.0,8.0,45.0,6.0,6.0,0.0,1.0,1.0,6.0,93.0,62.0,8.0,6.0,5.0,6.0,2.0,25.0,0.0,1.0,1.0,104.0,7.0
2016-04-30,4.0,7.0,32.0,3.0,13.0,12.0,8.0,8.0,11.0,6.0,2.0,9.0,23.0,2.0,36.0,21.0,1.0,21.0,5.0,21.0,2.0,26.0,13.0,2.0,125.0,3.0,11.0,17.0,9.0,29.0,10.0,1.0,30.0,17.0,5.0,48.0,36.0,2.0,5.0,5.0,2.0,17.0,2.0,6.0,29.0,14.0,23.0,0.0,2.0,3.0,6.0,86.0,65.0,17.0,6.0,12.0,6.0,4.0,42.0,9.0,11.0,2.0,116.0,2.0
2016-05-01,5.0,4.0,45.0,11.0,15.0,18.0,5.0,5.0,4.0,12.0,1.0,5.0,26.0,1.0,49.0,11.0,1.0,11.0,9.0,11.0,5.0,13.0,13.0,3.0,123.0,5.0,16.0,16.0,13.0,18.0,24.0,1.0,24.0,16.0,9.0,56.0,43.0,3.0,9.0,4.0,3.0,16.0,1.0,12.0,45.0,17.0,19.0,7.0,1.0,11.0,12.0,79.0,78.0,16.0,12.0,8.0,12.0,0.0,50.0,10.0,11.0,1.0,106.0,16.0
2016-05-02,2.0,3.0,39.0,6.0,22.0,17.0,9.0,9.0,8.0,3.0,3.0,11.0,35.0,3.0,32.0,10.0,4.0,10.0,1.0,10.0,9.0,26.0,17.0,5.0,126.0,15.0,9.0,10.0,15.0,19.0,13.0,4.0,25.0,15.0,1.0,33.0,37.0,5.0,1.0,6.0,5.0,10.0,3.0,3.0,43.0,19.0,11.0,2.0,3.0,6.0,3.0,82.0,59.0,10.0,3.0,8.0,3.0,2.0,50.0,7.0,3.0,3.0,104.0,11.0
2016-05-03,2.0,0.0,37.0,3.0,13.0,8.0,2.0,2.0,6.0,0.0,0.0,10.0,36.0,0.0,18.0,6.0,5.0,6.0,0.0,6.0,3.0,15.0,11.0,0.0,86.0,5.0,21.0,0.0,10.0,14.0,16.0,5.0,16.0,12.0,0.0,26.0,29.0,0.0,0.0,8.0,0.0,0.0,0.0,13.0,33.0,10.0,12.0,0.0,0.0,3.0,0.0,50.0,36.0,0.0,0.0,12.0,0.0,1.0,42.0,5.0,0.0,0.0,80.0,13.0
2016-05-04,7.0,9.0,38.0,8.0,16.0,9.0,14.0,14.0,0.0,12.0,1.0,10.0,40.0,1.0,38.0,12.0,1.0,12.0,3.0,12.0,4.0,7.0,11.0,0.0,119.0,6.0,24.0,21.0,7.0,25.0,18.0,1.0,19.0,7.0,3.0,69.0,26.0,0.0,3.0,8.0,0.0,21.0,1.0,16.0,34.0,16.0,19.0,4.0,1.0,8.0,12.0,67.0,68.0,21.0,12.0,12.0,12.0,4.0,29.0,8.0,7.0,1.0,107.0,4.0
2016-05-05,5.0,3.0,36.0,0.0,10.0,18.0,9.0,9.0,1.0,0.0,0.0,5.0,23.0,0.0,32.0,11.0,5.0,11.0,3.0,11.0,4.0,12.0,16.0,0.0,81.0,3.0,15.0,5.0,10.0,16.0,13.0,5.0,21.0,5.0,3.0,28.0,37.0,0.0,3.0,2.0,0.0,5.0,0.0,13.0,29.0,13.0,22.0,2.0,0.0,0.0,0.0,58.0,61.0,5.0,0.0,12.0,0.0,6.0,35.0,7.0,10.0,0.0,83.0,7.0
2016-05-06,2.0,3.0,44.0,1.0,14.0,8.0,11.0,11.0,4.0,6.0,0.0,16.0,30.0,0.0,49.0,14.0,4.0,14.0,2.0,14.0,0.0,11.0,24.0,6.0,121.0,4.0,10.0,11.0,16.0,23.0,31.0,4.0,30.0,14.0,2.0,52.0,39.0,6.0,2.0,3.0,6.0,11.0,0.0,7.0,43.0,13.0,33.0,2.0,0.0,1.0,6.0,81.0,62.0,11.0,6.0,15.0,6.0,8.0,52.0,13.0,18.0,0.0,119.0,8.0
2016-05-07,0.0,12.0,30.0,0.0,8.0,12.0,15.0,15.0,5.0,21.0,5.0,16.0,23.0,5.0,18.0,9.0,4.0,9.0,11.0,9.0,3.0,14.0,24.0,2.0,139.0,3.0,4.0,4.0,14.0,41.0,23.0,4.0,23.0,12.0,11.0,48.0,33.0,2.0,11.0,4.0,2.0,4.0,5.0,0.0,32.0,9.0,7.0,2.0,5.0,0.0,21.0,84.0,47.0,4.0,21.0,4.0,21.0,10.0,39.0,8.0,3.0,5.0,101.0,8.0
2016-05-08,2.0,7.0,54.0,10.0,8.0,11.0,13.0,13.0,12.0,6.0,0.0,2.0,30.0,0.0,50.0,32.0,4.0,32.0,5.0,32.0,14.0,21.0,16.0,2.0,147.0,3.0,25.0,11.0,12.0,14.0,32.0,4.0,44.0,19.0,5.0,55.0,37.0,2.0,5.0,12.0,2.0,11.0,0.0,13.0,34.0,24.0,36.0,4.0,0.0,10.0,6.0,98.0,110.0,11.0,6.0,17.0,6.0,4.0,43.0,12.0,19.0,0.0,156.0,23.0
2016-05-09,2.0,2.0,39.0,2.0,7.0,12.0,5.0,5.0,14.0,6.0,3.0,12.0,27.0,3.0,31.0,8.0,4.0,8.0,4.0,8.0,3.0,24.0,19.0,3.0,114.0,1.0,14.0,14.0,14.0,22.0,19.0,4.0,22.0,23.0,4.0,44.0,34.0,3.0,4.0,2.0,3.0,14.0,3.0,12.0,30.0,4.0,16.0,5.0,3.0,2.0,6.0,75.0,48.0,14.0,6.0,7.0,6.0,5.0,40.0,6.0,9.0,3.0,95.0,14.0
2016-05-10,0.0,0.0,26.0,3.0,7.0,6.0,4.0,4.0,16.0,6.0,0.0,5.0,24.0,0.0,9.0,9.0,3.0,9.0,6.0,9.0,2.0,25.0,6.0,7.0,98.0,5.0,14.0,5.0,3.0,11.0,11.0,3.0,12.0,22.0,6.0,39.0,18.0,7.0,6.0,7.0,7.0,5.0,0.0,7.0,28.0,13.0,16.0,4.0,0.0,3.0,6.0,55.0,30.0,5.0,6.0,14.0,6.0,3.0,25.0,12.0,2.0,0.0,83.0,2.0
2016-05-11,7.0,4.0,41.0,0.0,15.0,16.0,23.0,23.0,13.0,33.0,1.0,2.0,31.0,1.0,37.0,13.0,6.0,13.0,8.0,13.0,2.0,34.0,15.0,5.0,144.0,7.0,22.0,13.0,11.0,20.0,28.0,6.0,24.0,22.0,8.0,60.0,39.0,5.0,8.0,6.0,5.0,13.0,1.0,16.0,32.0,5.0,17.0,8.0,1.0,0.0,33.0,95.0,75.0,13.0,33.0,5.0,33.0,4.0,38.0,11.0,12.0,1.0,123.0,4.0
2016-05-12,3.0,12.0,43.0,10.0,10.0,11.0,8.0,8.0,10.0,6.0,2.0,5.0,30.0,2.0,45.0,9.0,4.0,9.0,6.0,9.0,6.0,27.0,18.0,0.0,123.0,6.0,19.0,10.0,14.0,26.0,17.0,4.0,23.0,17.0,6.0,66.0,34.0,0.0,6.0,6.0,0.0,10.0,2.0,13.0,36.0,12.0,35.0,6.0,2.0,10.0,6.0,77.0,66.0,10.0,6.0,19.0,6.0,4.0,46.0,9.0,16.0,2.0,115.0,14.0
2016-05-13,6.0,0.0,28.0,10.0,6.0,9.0,3.0,3.0,10.0,9.0,0.0,10.0,25.0,0.0,40.0,11.0,6.0,11.0,10.0,11.0,4.0,21.0,19.0,3.0,124.0,0.0,15.0,15.0,8.0,22.0,11.0,6.0,19.0,10.0,10.0,64.0,39.0,3.0,10.0,5.0,3.0,15.0,0.0,10.0,27.0,17.0,18.0,0.0,0.0,10.0,9.0,58.0,54.0,15.0,9.0,6.0,9.0,11.0,35.0,6.0,12.0,0.0,96.0,7.0
2016-05-14,4.0,1.0,47.0,0.0,16.0,15.0,16.0,16.0,6.0,15.0,0.0,4.0,35.0,0.0,50.0,20.0,1.0,20.0,6.0,20.0,2.0,16.0,28.0,0.0,129.0,10.0,21.0,13.0,25.0,18.0,23.0,1.0,45.0,11.0,6.0,54.0,35.0,0.0,6.0,11.0,0.0,13.0,0.0,10.0,40.0,9.0,22.0,3.0,0.0,0.0,15.0,74.0,82.0,13.0,15.0,13.0,15.0,3.0,48.0,8.0,9.0,0.0,115.0,6.0
2016-05-15,4.0,6.0,51.0,6.0,28.0,21.0,4.0,4.0,5.0,9.0,4.0,5.0,53.0,4.0,62.0,16.0,7.0,16.0,23.0,16.0,4.0,32.0,12.0,8.0,205.0,18.0,30.0,27.0,7.0,34.0,15.0,7.0,23.0,20.0,23.0,100.0,52.0,8.0,23.0,15.0,8.0,27.0,4.0,15.0,80.0,21.0,58.0,9.0,4.0,6.0,9.0,101.0,105.0,27.0,9.0,23.0,9.0,5.0,63.0,19.0,35.0,4.0,183.0,10.0
2016-05-16,3.0,4.0,22.0,9.0,7.0,15.0,21.0,21.0,6.0,3.0,0.0,5.0,17.0,0.0,21.0,9.0,1.0,9.0,11.0,9.0,0.0,17.0,6.0,3.0,75.0,3.0,9.0,6.0,4.0,20.0,35.0,1.0,13.0,12.0,11.0,42.0,39.0,3.0,11.0,0.0,3.0,6.0,0.0,9.0,44.0,4.0,15.0,5.0,0.0,9.0,3.0,81.0,60.0,6.0,3.0,7.0,3.0,2.0,24.0,8.0,8.0,0.0,88.0,4.0
2016-05-17,3.0,7.0,38.0,8.0,15.0,16.0,8.0,8.0,1.0,12.0,2.0,19.0,41.0,2.0,28.0,14.0,3.0,14.0,7.0,14.0,1.0,12.0,13.0,3.0,123.0,5.0,17.0,2.0,8.0,38.0,18.0,3.0,22.0,11.0,7.0,40.0,39.0,3.0,7.0,1.0,3.0,2.0,2.0,16.0,41.0,10.0,10.0,3.0,2.0,8.0,12.0,87.0,58.0,2.0,12.0,4.0,12.0,5.0,41.0,6.0,6.0,2.0,115.0,7.0
2016-05-18,1.0,5.0,25.0,3.0,8.0,11.0,15.0,15.0,7.0,12.0,0.0,5.0,33.0,0.0,30.0,11.0,4.0,11.0,14.0,11.0,0.0,14.0,2.0,2.0,118.0,3.0,25.0,21.0,2.0,25.0,28.0,4.0,13.0,13.0,14.0,47.0,26.0,2.0,14.0,10.0,2.0,21.0,0.0,15.0,30.0,2.0,22.0,2.0,0.0,3.0,12.0,72.0,72.0,21.0,12.0,3.0,12.0,0.0,24.0,4.0,19.0,0.0,122.0,9.0
2016-05-19,2.0,4.0,35.0,9.0,2.0,10.0,13.0,13.0,9.0,6.0,1.0,13.0,25.0,1.0,40.0,13.0,9.0,13.0,6.0,13.0,1.0,22.0,19.0,1.0,108.0,0.0,12.0,10.0,18.0,24.0,17.0,9.0,31.0,13.0,6.0,43.0,17.0,1.0,6.0,3.0,1.0,10.0,1.0,9.0,23.0,13.0,12.0,4.0,1.0,9.0,6.0,68.0,46.0,10.0,6.0,8.0,6.0,1.0,43.0,7.0,4.0,1.0,89.0,1.0
2016-05-20,2.0,3.0,34.0,6.0,15.0,12.0,9.0,9.0,14.0,12.0,3.0,7.0,31.0,3.0,20.0,19.0,0.0,19.0,3.0,19.0,2.0,36.0,12.0,6.0,134.0,11.0,13.0,9.0,8.0,17.0,18.0,0.0,27.0,26.0,3.0,68.0,39.0,6.0,3.0,5.0,6.0,9.0,3.0,8.0,41.0,8.0,24.0,10.0,3.0,6.0,12.0,101.0,63.0,9.0,12.0,21.0,12.0,4.0,47.0,14.0,3.0,3.0,111.0,11.0
2016-05-21,0.0,3.0,35.0,1.0,9.0,4.0,11.0,11.0,0.0,6.0,1.0,10.0,38.0,1.0,23.0,14.0,2.0,14.0,5.0,14.0,4.0,15.0,10.0,7.0,107.0,6.0,22.0,5.0,10.0,22.0,23.0,2.0,24.0,4.0,5.0,18.0,28.0,7.0,5.0,7.0,7.0,5.0,1.0,15.0,23.0,6.0,10.0,1.0,1.0,1.0,6.0,66.0,50.0,5.0,6.0,3.0,6.0,0.0,35.0,3.0,7.0,1.0,103.0,9.0
2016-05-22,6.0,5.0,33.0,7.0,17.0,19.0,12.0,12.0,7.0,3.0,3.0,11.0,39.0,3.0,45.0,12.0,3.0,12.0,6.0,12.0,4.0,19.0,8.0,8.0,132.0,3.0,25.0,15.0,8.0,26.0,21.0,3.0,20.0,15.0,6.0,47.0,43.0,8.0,6.0,12.0,8.0,15.0,3.0,13.0,53.0,14.0,17.0,0.0,3.0,7.0,3.0,97.0,89.0,15.0,3.0,4.0,3.0,0.0,42.0,0.0,13.0,3.0,132.0,8.0
2016-05-23,8.0,4.0,33.0,5.0,11.0,15.0,11.0,11.0,5.0,0.0,0.0,15.0,36.0,0.0,35.0,15.0,7.0,15.0,9.0,15.0,2.0,23.0,15.0,5.0,112.0,3.0,18.0,6.0,10.0,32.0,16.0,7.0,25.0,7.0,9.0,35.0,42.0,5.0,9.0,5.0,5.0,6.0,0.0,13.0,32.0,12.0,12.0,2.0,0.0,5.0,0.0,87.0,59.0,6.0,0.0,8.0,0.0,5.0,40.0,8.0,4.0,0.0,107.0,4.0
2016-05-24,2.0,4.0,37.0,7.0,11.0,10.0,5.0,5.0,4.0,6.0,3.0,9.0,33.0,3.0,39.0,14.0,5.0,14.0,12.0,14.0,3.0,16.0,22.0,5.0,130.0,6.0,18.0,10.0,14.0,26.0,17.0,5.0,28.0,10.0,12.0,56.0,36.0,5.0,12.0,6.0,5.0,10.0,3.0,12.0,36.0,7.0,30.0,3.0,3.0,7.0,6.0,67.0,57.0,10.0,6.0,15.0,6.0,8.0,38.0,5.0,15.0,3.0,108.0,8.0
2016-05-25,2.0,10.0,32.0,5.0,11.0,10.0,11.0,11.0,14.0,9.0,0.0,19.0,34.0,0.0,20.0,13.0,4.0,13.0,7.0,13.0,2.0,24.0,24.0,7.0,150.0,2.0,13.0,15.0,12.0,42.0,24.0,4.0,25.0,21.0,7.0,45.0,43.0,7.0,7.0,4.0,7.0,15.0,0.0,9.0,28.0,4.0,2.0,0.0,0.0,5.0,9.0,100.0,46.0,15.0,9.0,1.0,9.0,12.0,38.0,2.0,1.0,0.0,121.0,9.0
2016-05-26,9.0,0.0,41.0,9.0,20.0,13.0,20.0,20.0,11.0,15.0,0.0,10.0,32.0,0.0,36.0,5.0,4.0,5.0,4.0,5.0,0.0,35.0,8.0,1.0,116.0,6.0,16.0,19.0,6.0,19.0,31.0,4.0,11.0,30.0,4.0,59.0,41.0,1.0,4.0,6.0,1.0,19.0,0.0,10.0,35.0,10.0,20.0,14.0,0.0,9.0,15.0,95.0,71.0,19.0,15.0,8.0,15.0,2.0,51.0,20.0,12.0,0.0,111.0,6.0
2016-05-27,8.0,0.0,20.0,7.0,15.0,13.0,7.0,7.0,21.0,9.0,1.0,10.0,20.0,1.0,39.0,15.0,6.0,15.0,3.0,15.0,6.0,31.0,14.0,2.0,102.0,5.0,5.0,10.0,8.0,18.0,11.0,6.0,23.0,24.0,3.0,47.0,34.0,2.0,3.0,2.0,2.0,10.0,1.0,3.0,27.0,12.0,16.0,1.0,1.0,7.0,9.0,78.0,57.0,10.0,9.0,11.0,9.0,6.0,27.0,1.0,5.0,1.0,93.0,7.0
2016-05-28,0.0,12.0,38.0,10.0,7.0,14.0,15.0,15.0,5.0,6.0,0.0,4.0,39.0,0.0,32.0,13.0,3.0,13.0,10.0,13.0,8.0,20.0,15.0,9.0,141.0,5.0,30.0,8.0,4.0,27.0,18.0,3.0,17.0,10.0,10.0,46.0,37.0,9.0,10.0,13.0,9.0,8.0,0.0,17.0,27.0,19.0,17.0,3.0,0.0,10.0,6.0,87.0,80.0,8.0,6.0,6.0,6.0,11.0,34.0,7.0,11.0,0.0,138.0,10.0
2016-05-29,6.0,10.0,47.0,8.0,28.0,15.0,17.0,17.0,8.0,15.0,2.0,9.0,43.0,2.0,46.0,20.0,9.0,20.0,14.0,20.0,10.0,26.0,19.0,2.0,169.0,15.0,19.0,9.0,13.0,37.0,32.0,9.0,33.0,22.0,14.0,54.0,44.0,2.0,14.0,12.0,2.0,9.0,2.0,7.0,50.0,20.0,17.0,7.0,2.0,8.0,15.0,106.0,91.0,9.0,15.0,11.0,15.0,6.0,55.0,10.0,6.0,2.0,158.0,17.0
2016-05-30,12.0,5.0,25.0,4.0,23.0,14.0,14.0,14.0,0.0,3.0,1.0,17.0,40.0,1.0,45.0,12.0,4.0,12.0,2.0,12.0,3.0,17.0,5.0,4.0,100.0,6.0,17.0,7.0,5.0,25.0,18.0,4.0,17.0,8.0,2.0,32.0,40.0,4.0,2.0,8.0,4.0,7.0,1.0,9.0,39.0,9.0,18.0,3.0,1.0,4.0,3.0,98.0,81.0,7.0,3.0,5.0,3.0,0.0,36.0,3.0,13.0,1.0,108.0,6.0
2016-05-31,2.0,5.0,15.0,8.0,5.0,8.0,5.0,5.0,10.0,0.0,2.0,3.0,20.0,2.0,36.0,31.0,3.0,31.0,4.0,31.0,1.0,19.0,6.0,6.0,86.0,3.0,14.0,7.0,4.0,13.0,13.0,3.0,35.0,11.0,4.0,41.0,25.0,6.0,4.0,8.0,6.0,7.0,2.0,6.0,29.0,5.0,20.0,1.0,2.0,8.0,0.0,78.0,65.0,7.0,0.0,11.0,0.0,2.0,20.0,4.0,9.0,2.0,99.0,4.0
